연도,노선코드,노선명,본부코드,본부명,고발유형_1_과적,고발유형_2_적재불량,고발유형_3_제원초과,고발유형_4_기타
2018,0010,경부선,710260,달성영업소,0,4,0,0
2018,0010,경부선,710280,현풍영업소,0,9,1,0
2018,0010,경부선,710290,내서영업소,0,4,0,0
2018,0010,경부선,710310,산인영업소,0,1,0,0
2018,0010,경부선,710320,마산영업소,0,19,0,0
2018,0010,경부선,710330,서부산영업소,3,1,0,0
2018,0010,경부선,710340,동창원영업소,0,3,0,0
2018,0010,경부선,710350,진례영업소,3,7,0,0
2018,0010,경부선,710360,장유영업소,0,1,0,0
2018,0010,경부선,710370,가락영업소,1,3,0,0
2018,0010,경부선,710380,북창원영업소,0,3,0,0
2018,0010,경부선,7103Q0,창원지사 도로안전팀,0,4,0,0
2018,0010,경부선,710400,진주지사,0,1,0,0
2018,0010,경부선,710420,지수영업소,0,1,0,0
2018,0010,경부선,710440,하동영업소,1,13,0,0
2018,0010,경부선,710450,진교영업소,0,0,2,0
2018,0010,경부선,710460,축동영업소,0,1,0,0
2018,0010,경부선,710470,사천영업소,1,5,0,0
2018,0010,경부선,710480,진주영업소,0,24,0,0
2018,0010,경부선,710490,문산영업소,0,6,0,0
2018,0010,경부선,7104A0,진성영업소,2,1,0,0
2018,0010,경부선,7104B0,군북영업소,0,2,1,0
2018,0010,경부선,7104C0,장지영업소,3,0,0,0
2018,0010,경부선,7104D0,함안영업소,2,1,0,0
2018,0010,경부선,710530,북부산영업소,0,13,0,0
2018,0010,경부선,710540,남양산영업소,0,5,0,0
2018,0010,경부선,710550,대동영업소,4,7,0,0
2018,0010,경부선,710560,물금영업소,1,10,0,0
2018,0010,경부선,710570,동김해영업소,1,11,0,0
2018,0010,경부선,710580,서김해영업소,1,2,0,0
2018,0010,경부선,7105C0,양산영업소,164,171,9,0
2018,0010,경부선,7105D0,진영영업소,3,0,0,0
2018,0010,경부선,7105E0,광재영업소,1,0,0,0
2018,0010,경부선,710620,생초영업소,0,3,0,0
2018,0010,경부선,710630,산청영업소,1,0,0,0
2018,0010,경부선,710640,단성영업소,5,7,0,0
2018,0010,경부선,710660,지곡영업소,1,2,0,0
2018,0010,경부선,710670,서상영업소,1,4,0,0
2018,0010,경부선,710720,고성영업소,1,0,0,0
2018,0010,경부선,710730,동고성영업소,3,2,0,0
2018,0010,경부선,710750,통영영업소,0,25,0,0
2018,0010,경부선,7107Q0,고성지사 도로안전팀,0,1,0,0
2018,0010,경부선,710810,범서영업소,0,11,0,0
2018,0010,경부선,710820,남경주영업소,2,20,0,0
2018,0010,경부선,710830,동경주영업소,4,25,1,0
2018,0010,경부선,710840,남포항영업소,2,1,1,0
2018,0010,경부선,7109A0,부산영업소,168,580,0,1
2018,0010,경부선,7109B0,노포영업소,34,140,12,0
2018,0010,경부선,7109D0,통도사영업소,49,160,0,0
2018,0010,경부선,7109E0,서울산영업소,94,93,5,0
2018,0010,경부선,7109F0,활천영업소,36,36,2,0
2018,0010,경부선,810100,전주지사,0,6,0,0
2018,0010,경부선,810120,정읍영업소,0,2,0,0
2018,0010,경부선,810130,태인영업소,0,2,0,0
2018,0010,경부선,810150,김제영업소,1,0,0,0
2018,0010,경부선,810170,전주영업소,3,8,0,0
2018,0010,경부선,810180,삼례영업소,3,3,0,0
2018,0010,경부선,8101Q0,전주지사 도로안전팀,0,1,0,0
2018,0010,경부선,810210,동군산영업소,2,3,0,0
2018,0010,경부선,810230,부안영업소,0,1,0,0
2018,0010,경부선,810250,선운산영업소,1,3,0,0
2018,0010,경부선,810310,남대전영업소,1,1,0,0
2018,0010,경부선,810330,금산영업소,2,0,0,0
2018,0010,경부선,810340,무주영업소,3,1,0,0
2018,0010,경부선,810410,익산영업소,6,6,1,0
2018,0010,경부선,810430,계룡영업소,3,5,1,0
2018,0010,경부선,810440,완주영업소,15,2,0,0
2018,0010,경부선,810500,보령지사,0,1,0,0
2018,0010,경부선,810520,춘장대영업소,0,5,0,0
2018,0010,경부선,810530,서천영업소,1,4,0,0
2018,0010,경부선,810540,무창포영업소,0,1,0,0
2018,0010,경부선,810550,광천영업소,1,4,0,0
2018,0010,경부선,810560,군산영업소,2,1,0,0
2018,0010,경부선,810750,상관영업소,1,0,0,0
2018,0010,경부선,A10110,대소영업소,0,0,1,0
2018,0010,경부선,A10120,진천영업소,5,6,0,0
2018,0010,경부선,A10130,증평영업소,1,0,0,0
2018,0010,경부선,A10140,서청주영업소,2,6,0,0
2018,0010,경부선,A10150,오창영업소,4,4,0,0
2018,0010,경부선,A10170,일죽영업소,2,13,0,0
2018,0010,경부선,A10180,남이천영업소,7,8,0,0
2018,0010,경부선,A10210,남원주영업소,0,1,0,0
2018,0010,경부선,A10220,제천영업소,0,1,0,0
2018,0010,경부선,A10230,신림영업소,7,8,0,0
2018,0010,경부선,A10240,단양영업소,3,0,0,0
2018,0010,경부선,A10250,북단양영업소,3,0,0,0
2018,0010,경부선,A10260,남제천영업소,8,1,0,0
2018,0010,경부선,A10300,충주지사,1,0,0,0
2018,0010,경부선,A10310,감곡영업소,0,1,0,0
2018,0010,경부선,A10330,충주영업소,1,0,0,0
2018,0010,경부선,A10340,괴산영업소,0,1,0,0
2018,0010,경부선,A103Q0,충주지사 도로안전팀,0,3,0,0
2018,0010,경부선,A10410,보은지사 문의청남대영업소,2,2,0,0
2018,0010,경부선,A10420,회인영업소,0,4,0,0
2018,0010,경부선,A10430,보은영업소,1,0,0,0
2018,0010,경부선,A10440,속리산영업소,1,3,0,0
2018,0010,경부선,A10450,화서영업소,3,1,0,0
2018,0010,경부선,A10460,남상주영업소,1,0,0,0
2018,0010,경부선,A104Q0,보은지사 도로안전팀,0,2,0,0
2018,0010,경부선,A10510,북진천영업소,1,1,1,0
2018,0010,경부선,A10520,금왕꽃동네영업소,2,0,0,0
2018,0010,경부선,A10550,동충주영업소,0,0,1,0
2018,0010,경부선,A105Q0,엄정지사 도로안전팀,0,2,0,0
2018,0010,경부선,A10610,상주영업소,0,2,0,0
2018,0010,경부선,A10630,북상주영업소,3,0,0,0
2018,0010,경부선,A10640,점촌함창영업소,16,27,2,0
2018,0010,경부선,A10650,문경새재영업소,1,0,0,0
2018,0101,남해선(영암순천),500270,광주전남본부 교통팀,2,10,0,0
2018,0101,남해선(영암순천),510310,순천영업소,0,1,0,0
2018,0101,남해선(영암순천),520110,서영암영업소,37,105,2,0
2018,0101,남해선(영암순천),520130,장흥영업소,5,63,1,0
2018,0101,남해선(영암순천),520140,보성지사 보성영업소,43,78,2,0
2018,0101,남해선(영암순천),520150,보성지사 벌교영업소,19,112,1,0
2018,0101,남해선(영암순천),520160,보성지사 고흥영업소,42,90,0,0
2018,0101,남해선(영암순천),520170,보성지사 남순천영업소,102,178,6,0
2018,0101,남해선(영암순천),520180,순천만영업소,16,120,5,0
2018,0101,남해선(영암순천),520190,강진무위사영업소,52,76,2,0
2018,0101,남해선(영암순천),710340,동창원영업소,3,84,2,0
2018,0101,남해선(영암순천),710350,진례영업소,10,17,0,0
2018,0101,남해선(영암순천),710410,곤양영업소,0,1,0,0
2018,0101,남해선(영암순천),710420,지수영업소,0,0,1,0
2018,0101,남해선(영암순천),710470,사천영업소,0,1,0,0
2018,0101,남해선(영암순천),710480,진주영업소,0,2,0,0
2018,0101,남해선(영암순천),7104C0,장지영업소,0,1,0,0
2018,0101,남해선(영암순천),7104D0,함안영업소,0,5,0,0
2018,0101,남해선(영암순천),710570,동김해영업소,0,1,0,0
2018,0101,남해선(영암순천),7105P0,양산지사 고객지원팀,0,4,0,0
2018,0102,남해선(순천부산),500270,광주전남본부 교통팀,4,9,0,0
2018,0102,남해선(순천부산),510310,순천영업소,107,110,3,0
2018,0102,남해선(순천부산),510320,승주영업소,1,0,0,0
2018,0102,남해선(순천부산),510350,서순천영업소,3,1,0,0
2018,0102,남해선(순천부산),510360,광양영업소,128,71,16,0
2018,0102,남해선(순천부산),510370,동광양영업소,121,19,2,0
2018,0102,남해선(순천부산),510380,옥곡영업소,169,24,0,0
2018,0102,남해선(순천부산),510390,진월영업소,429,109,5,0
2018,0102,남해선(순천부산),5103Q0,순천지사 도로안전팀,0,50,0,0
2018,0102,남해선(순천부산),510430,지리산영업소,0,1,0,0
2018,0102,남해선(순천부산),510960,동순천영업소,1,0,0,0
2018,0102,남해선(순천부산),520110,서영암영업소,0,1,0,0
2018,0102,남해선(순천부산),520130,장흥영업소,0,1,0,0
2018,0102,남해선(순천부산),520140,보성지사 보성영업소,4,3,1,1
2018,0102,남해선(순천부산),520160,보성지사 고흥영업소,15,5,0,0
2018,0102,남해선(순천부산),520170,보성지사 남순천영업소,1,0,1,0
2018,0102,남해선(순천부산),520180,순천만영업소,1,0,0,0
2018,0102,남해선(순천부산),520190,강진무위사영업소,0,1,0,0
2018,0102,남해선(순천부산),700270,부산경남본부 교통팀,9,9,0,0
2018,0102,남해선(순천부산),710300,창원지사,0,3,0,0
2018,0102,남해선(순천부산),710310,산인영업소,91,688,19,0
2018,0102,남해선(순천부산),710320,마산영업소,2,0,0,0
2018,0102,남해선(순천부산),710340,동창원영업소,72,286,4,0
2018,0102,남해선(순천부산),710350,진례영업소,79,153,5,0
2018,0102,남해선(순천부산),710370,가락영업소,0,14,0,0
2018,0102,남해선(순천부산),710380,북창원영업소,32,149,7,0
2018,0102,남해선(순천부산),7103P0,창원지사 고객지원팀,2,12,0,0
2018,0102,남해선(순천부산),7103Q0,창원지사 도로안전팀,0,254,0,0
2018,0102,남해선(순천부산),7103S0,창원지사 교통안전팀,0,3,0,0
2018,0102,남해선(순천부산),710400,진주지사,0,333,0,0
2018,0102,남해선(순천부산),710410,곤양영업소,20,29,1,0
2018,0102,남해선(순천부산),710420,지수영업소,18,68,0,1
2018,0102,남해선(순천부산),710440,하동영업소,114,292,4,1
2018,0102,남해선(순천부산),710450,진교영업소,16,33,2,0
2018,0102,남해선(순천부산),710460,축동영업소,11,19,0,0
2018,0102,남해선(순천부산),710470,사천영업소,56,308,28,1
2018,0102,남해선(순천부산),710480,진주영업소,48,331,2,5
2018,0102,남해선(순천부산),710490,문산영업소,21,129,3,0
2018,0102,남해선(순천부산),7104A0,진성영업소,32,86,3,1
2018,0102,남해선(순천부산),7104B0,군북영업소,56,90,6,0
2018,0102,남해선(순천부산),7104C0,장지영업소,37,33,1,0
2018,0102,남해선(순천부산),7104D0,함안영업소,78,112,1,0
2018,0102,남해선(순천부산),710530,북부산영업소,118,735,1,0
2018,0102,남해선(순천부산),710570,동김해영업소,56,201,3,0
2018,0102,남해선(순천부산),710580,서김해영업소,101,130,0,0
2018,0102,남해선(순천부산),7105P0,양산지사 고객지원팀,0,3,0,0
2018,0121,무안광주선,500270,광주전남본부 교통팀,0,35,0,0
2018,0121,무안광주선,510510,목포영업소,0,2,0,0
2018,0121,무안광주선,510560,무안공항영업소,27,6,1,0
2018,0121,무안광주선,510570,동함평영업소,44,24,2,0
2018,0121,무안광주선,510580,문평영업소,1,12,0,0
2018,0121,무안광주선,510590,나주영업소,29,18,0,0
2018,0121,무안광주선,5105A0,서광산영업소,36,45,1,0
2018,0121,무안광주선,5105B0,동광산영업소,92,96,6,5
2018,0121,무안광주선,510730,옥과영업소,0,1,0,0
2018,0121,무안광주선,510750,남고창영업소,2,0,0,0
2018,0122,광주대구선,510280,담양영업소,23,21,2,0
2018,0122,광주대구선,5102Q0,광주지사 도로안전팀,0,15,0,0
2018,0122,광주대구선,510400,남원지사,0,240,0,0
2018,0122,광주대구선,510410,남원영업소,44,19,1,0
2018,0122,광주대구선,510420,순창영업소,40,230,3,0
2018,0122,광주대구선,510430,지리산영업소,8,20,0,0
2018,0122,광주대구선,510440,동남원영업소,4,51,0,0
2018,0122,광주대구선,5104P0,남원지사 고객지원팀,1,0,0,0
2018,0122,광주대구선,5105B0,동광산영업소,1,0,0,0
2018,0122,광주대구선,610310,해인사영업소,8,30,0,0
2018,0122,광주대구선,610320,함양영업소,18,41,3,0
2018,0122,광주대구선,610340,고령영업소,41,96,1,0
2018,0122,광주대구선,610350,가조영업소,13,43,0,0
2018,0122,광주대구선,610360,거창영업소,30,44,0,0
2018,0122,광주대구선,610370,동고령영업소,83,63,5,6
2018,0150,서해안선,200140,수도권본부 교통팀,1,3,1,0
2018,0150,서해안선,210710,매송영업소,41,322,10,0
2018,0150,서해안선,210720,비봉영업소,58,168,12,0
2018,0150,서해안선,210730,발안영업소,96,51,0,0
2018,0150,서해안선,210740,서평택영업소,166,170,1,3
2018,0150,서해안선,210810,시흥영업소,0,1,0,0
2018,0150,서해안선,210830,서서울영업소,857,3089,4,0
2018,0150,서해안선,410710,송악영업소,381,505,4,0
2018,0150,서해안선,410720,당진영업소,122,232,4,0
2018,0150,서해안선,410740,서산영업소,138,113,12,1
2018,0150,서해안선,410750,해미영업소,71,205,5,0
2018,0150,서해안선,410760,홍성영업소,82,224,3,0
2018,0150,서해안선,4107Q0,당진지사 도로안전팀,0,65,0,33
2018,0150,서해안선,4113Q0,부여지사 도로안전팀,0,2,0,0
2018,0150,서해안선,500270,광주전남본부 교통팀,0,1,0,0
2018,0150,서해안선,510500,함평지사,1,0,0,0
2018,0150,서해안선,510510,목포영업소,213,156,15,1
2018,0150,서해안선,510530,영광영업소,53,8,0,0
2018,0150,서해안선,510540,함평영업소,14,15,0,0
2018,0150,서해안선,510550,무안영업소,70,27,4,1
2018,0150,서해안선,5105Q0,함평지사 도로안전팀,1,0,0,0
2018,0150,서해안선,810200,부안지사,0,1,0,0
2018,0150,서해안선,810210,동군산영업소,42,221,5,0
2018,0150,서해안선,810220,서김제영업소,43,29,2,0
2018,0150,서해안선,810230,부안영업소,33,42,7,0
2018,0150,서해안선,810240,줄포영업소,3,44,3,0
2018,0150,서해안선,810250,선운산영업소,30,231,3,0
2018,0150,서해안선,810260,고창영업소,17,103,0,0
2018,0150,서해안선,810500,보령지사,0,1,0,0
2018,0150,서해안선,810510,대천영업소,32,38,8,0
2018,0150,서해안선,810520,춘장대영업소,11,1,1,0
2018,0150,서해안선,810530,서천영업소,23,40,1,2
2018,0150,서해안선,810540,무창포영업소,18,21,0,0
2018,0150,서해안선,810550,광천영업소,58,139,5,0
2018,0150,서해안선,810560,군산영업소,40,119,7,0
2018,0160,울산선,710150,울산영업소,0,50,0,0
2018,0160,울산선,710190,기장일광영업소,1,0,0,0
2018,0160,울산선,7101Q0,울산지사 도로안전팀,0,1,0,0
2018,0171,평택화성선,200140,수도권본부 교통팀,1,0,0,0
2018,0171,평택화성선,2107B0,평택영업소,1,1,0,0
2018,0171,평택화성선,2107C0,평택고덕영업소,1,0,0,0
2018,0205,완주장수선,210110,인천영업소,0,1,0,0
2018,0205,완주장수선,210210,군자영업소,0,1,0,0
2018,0205,완주장수선,210240,동수원영업소,2,16,0,0
2018,0205,완주장수선,210270,동군포영업소,0,1,0,0
2018,0205,완주장수선,210310,서울영업소,1,91,0,0
2018,0205,완주장수선,210330,기흥영업소,1,0,0,0
2018,0205,완주장수선,210340,오산영업소,0,4,0,0
2018,0205,완주장수선,210430,곤지암영업소,1,0,0,0
2018,0205,완주장수선,210520,성남영업소,1,0,0,0
2018,0205,완주장수선,210740,서평택영업소,1,1,0,0
2018,0205,완주장수선,210820,남인천영업소,0,3,0,0
2018,0205,완주장수선,3103D0,근덕영업소,0,1,0,0
2018,0205,완주장수선,311120,용인영업소,0,1,0,0
2018,0205,완주장수선,311140,덕평영업소,1,1,0,0
2018,0205,완주장수선,410120,천안영업소,1,0,0,0
2018,0205,완주장수선,410150,북천안영업소,2,0,0,0
2018,0205,완주장수선,410220,남청주영업소,2,28,0,0
2018,0205,완주장수선,410270,유성영업소,1,1,0,0
2018,0205,완주장수선,410280,북대전영업소,1,0,0,0
2018,0205,완주장수선,410520,영동영업소,0,1,0,0
2018,0205,완주장수선,410540,옥천영업소,1,0,0,0
2018,0205,완주장수선,411150,공주영업소,0,2,0,0
2018,0205,완주장수선,510240,동광주영업소,2,0,0,0
2018,0205,완주장수선,510280,담양영업소,0,0,1,0
2018,0205,완주장수선,510350,서순천영업소,1,0,0,0
2018,0205,완주장수선,510370,동광양영업소,7,0,0,0
2018,0205,완주장수선,5103Q0,순천지사 도로안전팀,0,1,0,0
2018,0205,완주장수선,510560,무안공항영업소,1,0,0,0
2018,0205,완주장수선,510590,나주영업소,1,0,0,0
2018,0205,완주장수선,5105A0,서광산영업소,1,0,0,0
2018,0205,완주장수선,510940,구례화엄사영업소,1,0,0,0
2018,0205,완주장수선,510970,북남원영업소,0,1,0,0
2018,0205,완주장수선,520180,순천만영업소,0,1,0,0
2018,0205,완주장수선,610120,김천영업소,0,8,0,0
2018,0205,완주장수선,610140,남구미영업소,1,0,0,0
2018,0205,완주장수선,610210,북대구영업소,0,3,0,0
2018,0205,완주장수선,610240,경산영업소,4,0,1,0
2018,0205,완주장수선,610250,영천영업소,1,2,0,0
2018,0205,완주장수선,610270,경주영업소,0,1,0,0
2018,0205,완주장수선,610360,거창영업소,0,1,0,0
2018,0205,완주장수선,610410,칠곡영업소,0,1,0,0
2018,0205,완주장수선,610450,의성영업소,0,1,0,0
2018,0205,완주장수선,610460,서대구영업소,0,3,0,0
2018,0205,완주장수선,6107Q0,영천지사 도로안전팀,0,1,0,0
2018,0205,완주장수선,610810,남성주영업소,1,1,0,0
2018,0205,완주장수선,7101A0,장안영업소,1,0,0,0
2018,0205,완주장수선,710230,영산영업소,1,5,0,0
2018,0205,완주장수선,710260,달성영업소,0,1,0,0
2018,0205,완주장수선,710330,서부산영업소,0,1,0,0
2018,0205,완주장수선,710340,동창원영업소,0,2,0,0
2018,0205,완주장수선,710350,진례영업소,0,1,0,0
2018,0205,완주장수선,710360,장유영업소,0,1,0,0
2018,0205,완주장수선,7104A0,진성영업소,0,0,0,1
2018,0205,완주장수선,7104C0,장지영업소,0,3,0,0
2018,0205,완주장수선,710660,지곡영업소,0,1,0,0
2018,0205,완주장수선,7109E0,서울산영업소,0,6,0,0
2018,0205,완주장수선,810100,전주지사,0,1,0,0
2018,0205,완주장수선,810120,정읍영업소,0,5,0,0
2018,0205,완주장수선,810150,김제영업소,0,1,0,0
2018,0205,완주장수선,810160,서전주영업소,0,1,0,0
2018,0205,완주장수선,810180,삼례영업소,2,1,0,0
2018,0205,완주장수선,8101Q0,전주지사 도로안전팀,0,1,0,0
2018,0205,완주장수선,810310,남대전영업소,0,1,0,0
2018,0205,완주장수선,8103Q0,무주지사 도로안전팀,0,1,0,0
2018,0205,완주장수선,810410,익산영업소,3,0,0,0
2018,0205,완주장수선,810430,계룡영업소,3,0,0,0
2018,0205,완주장수선,810440,완주영업소,137,203,7,0
2018,0205,완주장수선,810550,광천영업소,0,2,0,0
2018,0205,완주장수선,810560,군산영업소,1,0,0,0
2018,0205,완주장수선,810700,진안지사,0,1,0,0
2018,0205,완주장수선,810710,소양영업소,38,0,5,0
2018,0205,완주장수선,810720,진안영업소,15,16,0,0
2018,0205,완주장수선,810730,장수영업소,14,20,0,0
2018,0205,완주장수선,810750,상관영업소,1,0,0,0
2018,0205,완주장수선,A10120,진천영업소,1,0,0,0
2018,0205,완주장수선,A10170,일죽영업소,0,4,0,0
2018,0205,완주장수선,A10410,보은지사 문의청남대영업소,0,1,0,0
2018,0207,대구포항선,600270,대구경북본부 교통팀,2,0,0,0
2018,0207,대구포항선,610260,건천영업소,2,0,0,0
2018,0207,대구포항선,610370,동고령영업소,2,0,0,0
2018,0207,대구포항선,610450,의성영업소,1,0,0,0
2018,0207,대구포항선,610620,선산영업소,3,0,0,0
2018,0207,대구포항선,610710,청통와촌영업소,36,35,3,0
2018,0207,대구포항선,610720,북영천영업소,32,80,2,0
2018,0207,대구포항선,610730,서포항영업소,54,40,7,0
2018,0207,대구포항선,610740,포항영업소,264,79,5,0
2018,0207,대구포항선,610750,팔공산영업소,39,61,4,0
2018,0207,대구포항선,6107Q0,영천지사 도로안전팀,0,148,0,0
2018,0207,대구포항선,610800,성주지사,1,0,0,0
2018,0207,대구포항선,610810,남성주영업소,2,0,0,0
2018,0207,대구포항선,610830,남김천영업소,2,0,0,0
2018,0207,대구포항선,6108Q0,성주지사 도로안전팀,5,0,0,0
2018,0207,대구포항선,7101C0,청량영업소,1,0,0,0
2018,0250,논산천안선/호남선,200140,수도권본부 교통팀,1,0,0,0
2018,0250,논산천안선/호남선,410280,북대전영업소,1,0,0,0
2018,0250,논산천안선/호남선,500270,광주전남본부 교통팀,1,7,0,0
2018,0250,논산천안선/호남선,510210,백양사영업소,10,26,2,0
2018,0250,논산천안선/호남선,510220,장성영업소,106,60,5,0
2018,0250,논산천안선/호남선,510230,광주영업소,79,108,2,0
2018,0250,논산천안선/호남선,510240,동광주영업소,82,68,2,0
2018,0250,논산천안선/호남선,510250,창평영업소,22,53,3,0
2018,0250,논산천안선/호남선,5102Q0,광주지사 도로안전팀,1,3,0,0
2018,0250,논산천안선/호남선,510320,승주영업소,27,18,1,0
2018,0250,논산천안선/호남선,510330,석곡영업소,13,8,0,0
2018,0250,논산천안선/호남선,510340,송광사영업소,5,29,0,0
2018,0250,논산천안선/호남선,510350,서순천영업소,52,10,0,0
2018,0250,논산천안선/호남선,5103Q0,순천지사 도로안전팀,0,36,0,0
2018,0250,논산천안선/호남선,510730,옥과영업소,28,165,2,0
2018,0250,논산천안선/호남선,510740,곡성영업소,17,4,3,0
2018,0250,논산천안선/호남선,800000,전북본부,0,1,0,0
2018,0250,논산천안선/호남선,810100,전주지사,0,108,0,0
2018,0250,논산천안선/호남선,810110,내장산영업소,5,4,0,0
2018,0250,논산천안선/호남선,810120,정읍영업소,3,93,4,0
2018,0250,논산천안선/호남선,810130,태인영업소,34,37,1,0
2018,0250,논산천안선/호남선,810140,금산사영업소,5,18,0,0
2018,0250,논산천안선/호남선,810150,김제영업소,30,16,3,0
2018,0250,논산천안선/호남선,810160,서전주영업소,47,61,5,0
2018,0250,논산천안선/호남선,810170,전주영업소,60,82,3,0
2018,0250,논산천안선/호남선,810180,삼례영업소,47,32,3,0
2018,0250,논산천안선/호남선,8101P0,전주지사 고객지원팀,0,1,0,0
2018,0250,논산천안선/호남선,8101Q0,전주지사 도로안전팀,0,219,0,0
2018,0250,논산천안선/호남선,8101S0,전주지사 교통안전팀,0,1,0,0
2018,0250,논산천안선/호남선,810410,익산영업소,97,126,5,1
2018,0250,논산천안선/호남선,810430,계룡영업소,1,0,0,0
2018,0270,순천완주선,510910,임실영업소,18,18,0,0
2018,0270,순천완주선,510920,오수영업소,41,7,1,0
2018,0270,순천완주선,510930,서남원영업소,37,36,0,0
2018,0270,순천완주선,510940,구례화엄사영업소,17,54,2,0
2018,0270,순천완주선,510950,황전영업소,14,40,0,0
2018,0270,순천완주선,510960,동순천영업소,108,81,1,0
2018,0270,순천완주선,510970,북남원영업소,25,21,0,0
2018,0270,순천완주선,810740,동전주영업소,5,0,0,0
2018,0270,순천완주선,810750,상관영업소,29,2,0,0
2018,0301,상주영덕선,6108Q0,성주지사 도로안전팀,1,0,0,0
2018,0301,상주영덕선,610900,청송지사,2,0,0,0
2018,0301,상주영덕선,610910,청송지사 동상주영업소,31,13,0,0
2018,0301,상주영덕선,610920,청송지사 서의성영업소,14,14,0,0
2018,0301,상주영덕선,610930,청송지사 북의성영업소,11,20,0,0
2018,0301,상주영덕선,610940,청송지사 동안동영업소,39,37,0,0
2018,0301,상주영덕선,610950,청송지사 청송영업소,19,48,0,0
2018,0301,상주영덕선,610960,청송지사 동청송영양영업소,12,9,0,0
2018,0301,상주영덕선,610970,청송지사 영덕영업소,45,33,2,0
2018,0301,상주영덕선,A10410,보은지사 문의청남대영업소,0,1,0,0
2018,0301,상주영덕선,A10460,남상주영업소,0,1,0,0
2018,0303,청주상주선,A10410,보은지사 문의청남대영업소,65,62,8,1
2018,0303,청주상주선,A10420,회인영업소,4,20,1,1
2018,0303,청주상주선,A10430,보은영업소,62,34,1,0
2018,0303,청주상주선,A10440,속리산영업소,14,17,3,0
2018,0303,청주상주선,A10450,화서영업소,33,28,2,0
2018,0303,청주상주선,A10460,남상주영업소,66,14,1,0
2018,0303,청주상주선,A104Q0,보은지사 도로안전팀,0,76,0,0
2018,0305,당진대전선,210410,동서울영업소,0,2,0,0
2018,0305,당진대전선,400270,대전충남본부 교통팀,1,14,0,0
2018,0305,당진대전선,410720,당진영업소,2,2,0,0
2018,0305,당진대전선,410780,면천영업소,107,216,0,0
2018,0305,당진대전선,410790,고덕영업소,69,116,5,0
2018,0305,당진대전선,4107Q0,당진지사 도로안전팀,0,4,0,0
2018,0305,당진대전선,411110,예산영업소,100,138,7,0
2018,0305,당진대전선,411120,신양영업소,17,55,1,0
2018,0305,당진대전선,411130,유구영업소,25,55,2,0
2018,0305,당진대전선,411140,마곡사영업소,15,0,0,0
2018,0305,당진대전선,411150,공주영업소,25,57,3,0
2018,0305,당진대전선,411160,서세종영업소,57,51,8,0
2018,0305,당진대전선,411170,남세종영업소,2,91,0,0
2018,0305,당진대전선,710670,서상영업소,0,1,0,0
2018,0305,당진대전선,A10150,오창영업소,0,1,0,0
2018,0305,당진대전선,A10170,일죽영업소,0,2,0,0
2018,0350,통영대전선/중부선,200140,수도권본부 교통팀,6,0,0,0
2018,0350,통영대전선/중부선,210400,경기광주지사,0,418,0,5
2018,0350,통영대전선/중부선,210410,동서울영업소,245,499,0,0
2018,0350,통영대전선/중부선,210420,경기광주영업소,77,115,0,0
2018,0350,통영대전선/중부선,210430,곤지암영업소,100,320,0,0
2018,0350,통영대전선/중부선,210450,서이천영업소,144,94,2,0
2018,0350,통영대전선/중부선,210460,하남영업소,146,423,2,2
2018,0350,통영대전선/중부선,2104Q0,경기광주지사 도로안전팀,0,1,0,0
2018,0350,통영대전선/중부선,410550,판암영업소,45,57,2,0
2018,0350,통영대전선/중부선,710620,생초영업소,26,113,1,0
2018,0350,통영대전선/중부선,710630,산청영업소,14,115,5,0
2018,0350,통영대전선/중부선,710640,단성영업소,39,147,3,1
2018,0350,통영대전선/중부선,710650,서진주영업소,20,243,3,1
2018,0350,통영대전선/중부선,710660,지곡영업소,35,169,8,0
2018,0350,통영대전선/중부선,710670,서상영업소,29,71,6,0
2018,0350,통영대전선/중부선,710710,연화산영업소,6,2,0,0
2018,0350,통영대전선/중부선,710720,고성영업소,23,13,4,0
2018,0350,통영대전선/중부선,710730,동고성영업소,6,34,2,1
2018,0350,통영대전선/중부선,710740,북통영영업소,30,10,0,0
2018,0350,통영대전선/중부선,710750,통영영업소,24,183,4,0
2018,0350,통영대전선/중부선,7107Q0,고성지사 도로안전팀,0,33,0,0
2018,0350,통영대전선/중부선,810310,남대전영업소,48,91,4,0
2018,0350,통영대전선/중부선,810320,추부영업소,20,24,2,0
2018,0350,통영대전선/중부선,810330,금산영업소,17,1,1,0
2018,0350,통영대전선/중부선,810340,무주영업소,47,13,4,0
2018,0350,통영대전선/중부선,810350,덕유산영업소,26,0,0,0
2018,0350,통영대전선/중부선,8103Q0,무주지사 도로안전팀,0,40,0,0
2018,0350,통영대전선/중부선,A10110,대소영업소,7,33,0,0
2018,0350,통영대전선/중부선,A10120,진천영업소,158,75,8,0
2018,0350,통영대전선/중부선,A10130,증평영업소,149,58,7,0
2018,0350,통영대전선/중부선,A10140,서청주영업소,67,309,5,0
2018,0350,통영대전선/중부선,A10150,오창영업소,181,100,2,0
2018,0350,통영대전선/중부선,A10170,일죽영업소,125,2093,6,0
2018,0350,통영대전선/중부선,A10180,남이천영업소,167,50,2,0
2018,0350,통영대전선/중부선,A101Q0,진천지사 도로안전팀,0,29,0,0
2018,0370,제2중부선,200140,수도권본부 교통팀,1,0,0,0
2018,0370,제2중부선,210400,경기광주지사,0,31,0,0
2018,0370,제2중부선,A10550,동충주영업소,1,0,0,0
2018,0400,평택제천선,210770,청북영업소,127,438,13,1
